Freshness,Review
rotten," ""The Man Who Knew Infinity"" tells a great story. It's just that it's a little too by-the-book to make anything other than a so-so movie."
fresh," A seminal figure in modern conceptual and performance art avoids labeling himself and his work, in his own words. Still fascinating. "
rotten," Hopkins managed a genuine delight a few years ago with ""Last Chance Harvey,"" starring Thompson and Dustin Hoffman as two late-in-life lovers in London. But his new script has none of that wit."
fresh," Philomena is an amazing story, movingly told, which skirts sentimentality and rings true."
rotten, De Plama losses control of the tone as the story and its characters spin wildly over the top.
rotten," Allen observes Jasmine's allure and disease without penetrating her soul. That makes for a movie that is both intimate and disinterested, as if Jasmine were a flailing insect in a barren terrarium."
rotten," Though every location is photographed with an almost stately reverence, it is, yes, another mini-odyssey of black history through white eyes ..."
fresh," The twins -- ragged, cool-eyed and inseparable -- are this movie's swinging stopwatch, mesmerizing the viewer with the fierce back-and-forth of their romance."
fresh, Kind of like a more accessible The Big Short that doesn't try to talk down to moviegoers.
rotten," Tamara Drewe feels like the work of a director who tossed a bunch of darts at a board, hoping some of them would stick. None do."
fresh," Unlike nearly every adaptation Hollywood produces, the Harry Potter films, taken individually or as a whole, are worthy-epically worthy-of their literary source material."
fresh," A Hitchcockian stew of hothouse familial jealousy, sadism, and psychosis all tied together by one teenage girl's homicidal coming of age."
fresh," Yes, Refn indulges his camera to the point of luxuriating, but then, he has reason to believe you'll stay with him."
fresh," It is a film that the author's fans and lovers of mature, measured storytelling will embrace."
rotten," Asa Butterfield stars opposite a grumblebum Harrison Ford in an expensive, elaborately mounted, tedious film with one huge problem - it has no second act. You literally get to the end of the film and think: ""Hang on. That's it?"""
rotten, This abysmal piece of s*** deserves everything that's coming to it and more.
fresh, Overlong Ron Howard epic with Cruise and Kidman.
rotten," ""The Gandhi Murder"" begins with a claim to be ""based on verified facts."" Given the overall shoddiness of the production... those facts are probably worth reverifying."
rotten, Lawrence indulges romanticism in the dopiest of places.
rotten, A genuinely spectacular waste of money...Thirteen Ghosts has nothing going for it beyond its wildly excessive production design.
fresh," It's by no means an easy watch, but it's a rewarding and disturbing one."
fresh," By focusing on the strongest part of the best selling novels, David Fincher and Steve Zallian have delivered a stylish, mesmerizing thriller. "
fresh," While the individual characters can be very appealing and charming, no one gets more than two lines at a time to further any agenda or plot."
fresh, Cowriter (with Lauren Thompson)/director Zachary Donohue puts a new spin on the 'found footage' genre with this incredibly clever and creepy film that delves into our worst online fears. 
fresh," Elysium is loud, boisterous nonsense. But it is entertaining."
fresh, It's entertaining and fun and there are worse things you could do with an hour and a half.
fresh," Sony may not give a crap about Quarantine 2, but I wouldn't be surprised if the horror fans dig it well enough."
rotten," The movie is a comedy, I guess. It looks sunny and it's played lightheartedly. But what's the point?"
fresh, It's absolutely spooky how Lillard channels the Shagster right down to the original Casey Kasem-furnished voice.
rotten," A nice-looking, respectable but oddly unsatisfying family fable."
fresh, Lively and moving documentary about six women who survived the Holocaust to live fruitful lives that serve to defy the Nazis' extermination plans.
rotten, A fairly goofy monster movie that manages to seem bloated even with a running time of less than 90 minutes.
fresh," A fun, clever horror picture, full of creepy crawlies, things that go bump in the night, and references to everyone from H.P. Lovecraft to Dario Argento."
rotten," The characters haven't changed, great-but neither has the plot, comedy, or execution."
fresh, How could we hate or humiliate Lennon any more than he'd been trained to hate and humiliate himself?
fresh," An insightful new geek documentary, well directed by first-timers Lisanne Pajot and James Swirsky."
rotten, An inconsistent piece that runs from smug to infuriating.
